Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2015-008957;Brielselaan;156;;;3081LJ;ROTTERDAM;"Brielselaan 156, 3081LJ ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";04-07-16;Zelfstandig;417,3;;;;;;;;;;250,38;;Huurder
ZKN-2015-008919;"Westbroekse Binnenweg";42;;"C 16";3612AJ;"TIENHOVEN UT";"Westbroekse Binnenweg 42 C 16, 3612AJ TIENHOVEN UT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-07-16;Zelfstandig;548;548;;;;;;;;;219,2;;Huurder
ZKN-2015-008904;"De Draai";84;;;1151DE;"BROEK IN WATERLAND";"De Draai 84, 1151DE BROEK IN WATERLAND";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";08-07-16;Zelfstandig;;;;;260,72;260,72;;;;;;;Huurder
ZKN-2015-008865;Hofpoldersingel;11;;;2807LW;GOUDA;"Hofpoldersingel 11, 2807LW GOUDA";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";08-07-16;Zelfstandig;750;750;;;;;;;;;;;Huurder
ZKN-2015-008750;Boksdoornstraat;20;;A;8924AR;LEEUWARDEN;"Boksdoornstraat 20 A, 8924AR LEEUWARDEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-07-16;Zelfstandig;480;;;;;;;;;;192;;Huurder
ZKN-2015-008742;Kerkstraat;14;;"F KM";2411AD;BODEGRAVEN;"Kerkstraat 14 F KM, 2411AD BODEGRAVEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";08-07-16;Onzelfstandig;;;;;1.432,57;1.254,24;;;;;;;Huurder
ZKN-2015-008726;Haverweg;31;;;7552DL;"HENGELO OV";"Haverweg 31, 7552DL HENGELO OV";;"255 BW - huurprijs na woningverbetering";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";20-07-16;Zelfstandig;;;;;;;;;;;;;Verhuurder
ZKN-2015-008365;"Zuster Bloemstraat";7;;;1141SX;MONNICKENDAM;"Zuster Bloemstraat 7, 1141SX MONNICKENDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-07-16;Zelfstandig;436,41;;;;;;;;;;174,56;;Huurder
ZKN-2015-008318;Schippersstraat;10;;A;1011BA;AMSTERDAM;"Schippersstraat 10 A, 1011BA AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-07-16;Zelfstandig;;;;;0;0;;;;;;;Huurder
ZKN-2015-008067;Scheltemalaan;83;;;3817KT;AMERSFOORT;"Scheltemalaan 83, 3817KT AMERSFOORT";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-07-16;Zelfstandig;;;;;51,38;7,08;;;;;;;Huurder
ZKN-2015-008063;Scheltemalaan;83;;;3817KT;AMERSFOORT;"Scheltemalaan 83, 3817KT AMERSFOORT";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-07-16;Zelfstandig;;;;;39,36;11,68;;;;;;;Huurder
ZKN-2015-008044;Ekster;44;;;1628AC;"HOORN NH";"Ekster 44, 1628AC HOORN NH";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";19-07-16;Zelfstandig;0;0;;;;;;;;;;;Huurder
ZKN-2015-007946;Japarastraat;163;;8;3029NC;ROTTERDAM;"Japarastraat 163 8, 3029NC ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";04-07-16;Zelfstandig;;;;;246,44;209,93;;;;;;;Huurder
ZKN-2015-007945;Japarastraat;163;;8;3029NC;ROTTERDAM;"Japarastraat 163 8, 3029NC ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";04-07-16;Zelfstandig;;;;;240,58;215,31;;;;;;;Huurder
ZKN-2015-007857;Aelbrechtskade;16;;"A 03 VR";3022HL;ROTTERDAM;"Aelbrechtskade 16 A 03 VR, 3022HL ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";08-07-16;Zelfstandig;;;;;1.151,65;1.262,58;;;;;;;Huurder
ZKN-2015-007807;Middenbaan-Noord;164;;;3191EL;"HOOGVLIET ROTTERDAM";"Middenbaan-Noord 164, 3191EL HOOGVLIET ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";05-07-16;Zelfstandig;;;;;2.289,46;2.289,46;;;;;;;Huurder
ZKN-2015-005977;Elzenoord;67;;;3079LA;ROTTERDAM;"Elzenoord 67, 3079LA ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";11-07-16;Zelfstandig;;;;;2.084,20;2.057,85;;;;;;;Huurder
ZKN-2015-005932;"De Clercqstraat";16;;1;1052ND;AMSTERDAM;"De Clercqstraat 16 1, 1052ND AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-07-16;Zelfstandig;;;;;1.440,00;614,21;;;;;;;Huurder
ZKN-2015-005750;Dorpsweg;1;;R;1759GG;CALLANTSOOG;"Dorpsweg 1 R, 1759GG CALLANTSOOG";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";19-07-16;Zelfstandig;667,45;667,45;;;;;;;;;;;Huurder
ZKN-2015-005524;Pauwoog;25;;;3225CC;HELLEVOETSLUIS;"Pauwoog 25, 3225CC HELLEVOETSLUIS";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";25-07-16;Zelfstandig;467,69;467,69;;;;;;;;;467,69;;Huurder
ZKN-2015-005383;Pascalerf;86;;;5014EW;TILBURG;"Pascalerf 86, 5014EW TILBURG";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";18-07-16;Zelfstandig;;;;;1.545,94;1.545,94;;;;;;;Huurder
ZKN-2015-004702;Ceintuurbaan;334;;;7412DD;DEVENTER;"Ceintuurbaan 334, 7412DD DEVENTER";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";08-07-16;Zelfstandig;;;;;510,2;452,9;;;;;;;Huurder
ZKN-2015-004282;Olympiaplein;123;;2;1077CW;AMSTERDAM;"Olympiaplein 123 2, 1077CW AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";20-07-16;Zelfstandig;;;;;2.893,62;2.893,62;;;;;;;Huurder
ZKN-2015-004281;Olympiaplein;123;;2;1077CW;AMSTERDAM;"Olympiaplein 123 2, 1077CW AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";18-07-16;Zelfstandig;;;;;2.604,78;2.604,78;;;;;;;Huurder
ZKN-2015-003405;Slotboomstraat;18;A;;3082GP;ROTTERDAM;"Slotboomstraat 18 A, 3082GP ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-07-16;Onzelfstandig;400;;;;;;;;;;160;;Huurder
ZKN-2016-003056;Dautzenbergstraat;109;;;2523KD;'S-GRAVENHAGE;"Dautzenbergstraat 109, 2523KD 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";18-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-002654;Noordeinde;99;;A;2514GD;'S-GRAVENHAGE;"Noordeinde 99 A, 2514GD 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;;;;;1.146,39;560,34;;;;;;;Huurder
ZKN-2016-002578;Stellingwerfstraat;55;;1;6826SL;ARNHEM;"Stellingwerfstraat 55 1, 6826SL ARNHEM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";16-08-16;Zelfstandig;675;564,66;;;;;;;;;338,8;;Huurder
ZKN-2016-002492;"Karel de Grotelaan";269;;;5615SW;EINDHOVEN;"Karel de Grotelaan 269, 5615SW EINDHOVEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;800;646,89;;;;;;;;;;;Huurder
ZKN-2016-002443;Pimpernelstraat;11;;;2201NG;"NOORDWIJK ZH";"Pimpernelstraat 11, 2201NG NOORDWIJK ZH";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";16-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-002399;Boomstraat;7;;3;1015LA;AMSTERDAM;"Boomstraat 7 3, 1015LA AMSTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;62,24;155,79;;;;;;;;;;;Verhuurder
ZKN-2016-002306;Buitenboogerd;71;;;2611WS;DELFT;"Buitenboogerd 71, 2611WS DELFT";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";24-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-002289;Ringbaan-Oost;329;;"KM 3";5014GG;TILBURG;"Ringbaan-Oost 329 KM 3, 5014GG TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";30-08-16;Onzelfstandig;420;420;;;;;;;;;;;Huurder
ZKN-2016-002265;"Mr. G. Groen van Prinstererlaan";307;;;1181TV;AMSTELVEEN;"Mr. G. Groen van Prinstererlaan 307, 1181TV AMSTELVEEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;1.355,00;616,05;;;;;;;;;;;Huurder
ZKN-2016-002194;Montelbaanstraat;9;;HS;1011EG;AMSTERDAM;"Montelbaanstraat 9 HS, 1011EG AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-002182;Tolstraat;64;;3;1073SC;AMSTERDAM;"Tolstraat 64 3, 1073SC AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";24-08-16;Onzelfstandig;1.750,00;1.750,00;;;;;;;;;;;Huurder
ZKN-2016-002149;Eikenlaan;36;;;6711MB;EDE;"Eikenlaan 36, 6711MB EDE";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;391,85;391,85;;;;;;;;;270,14;;Verhuurder
ZKN-2016-002138;Vughtstraat;16;;A;4701NS;ROOSENDAAL;"Vughtstraat 16 A, 4701NS ROOSENDAAL";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";10-08-16;Zelfstandig;665;;;;;;;;;;266;;Huurder
ZKN-2016-002083;Berkenrodelaan;28;;;5043WB;TILBURG;"Berkenrodelaan 28, 5043WB TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-08-16;Zelfstandig;294,67;294,67;;;;;;;;;;;Huurder
ZKN-2016-002078;Edisonstraat;12;;;5223CE;'S-HERTOGENBOSCH;"Edisonstraat 12, 5223CE 'S-HERTOGENBOSCH";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;421,65;421,65;;;;;;;;;168,66;;Huurder
ZKN-2016-002067;Zomerstraat;98;;;1335GM;ALMERE;"Zomerstraat 98, 1335GM ALMERE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";22-08-16;Zelfstandig;699,16;;;;;;;;;;279,66;;Huurder
ZKN-2016-002066;Comeniusstraat;265;;HS;1065BR;AMSTERDAM;"Comeniusstraat 265 HS, 1065BR AMSTERDAM";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";19-08-16;Zelfstandig;533,53;487,56;;;;;;;;;;;Huurder
ZKN-2016-002060;Meijhorst;1498;;;6537JV;NIJMEGEN;"Meijhorst 1498, 6537JV NIJMEGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";31-08-16;Zelfstandig;571,57;571,57;;;;;;;;;;;Huurder
ZKN-2016-002042;"Suze Groeneweg-erf";166;;;3315XE;DORDRECHT;"Suze Groeneweg-erf 166, 3315XE DORDRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";19-08-16;Zelfstandig;706,72;706,72;;;;;;;;;;;Huurder
ZKN-2016-002040;Magnoliastraat;10;;;5151XH;DRUNEN;"Magnoliastraat 10, 5151XH DRUNEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";24-08-16;Zelfstandig;679,95;679,95;;;;;;;;;;;Huurder
ZKN-2016-002033;Vondelstraat;104;;;1521ZT;WORMERVEER;"Vondelstraat 104, 1521ZT WORMERVEER";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;484,53;;;;;;;;;;193,81;;Huurder
ZKN-2016-002031;Bestevaerstraat;162;;3;1055TR;AMSTERDAM;"Bestevaerstraat 162 3, 1055TR AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;438,74;;;;;;;;;;175,5;;Huurder
ZKN-2016-002013;Almastraat;132;;;9716CX;GRONINGEN;"Almastraat 132, 9716CX GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;600,65;299,63;;;;;;;;;;;Huurder
ZKN-2016-002010;Mariaplein;4;;"3 KM 3";6522AV;NIJMEGEN;"Mariaplein 4 3 KM 3, 6522AV NIJMEGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";16-08-16;Onzelfstandig;277,73;247,92;;;;;;;;;;;Huurder
ZKN-2016-002007;"Jacob Israel de Haanstraat";32;;;1074DA;AMSTERDAM;"Jacob Israel de Haanstraat 32, 1074DA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-002006;Westzeedijk;391;;Q;3024EK;ROTTERDAM;"Westzeedijk 391 Q, 3024EK ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-08-16;Zelfstandig;685;379,65;;;;;;;;;;;Huurder
ZKN-2016-001994;Valkenierstraat;2;;"KM 2 A";5021DG;TILBURG;"Valkenierstraat 2 KM 2 A, 5021DG TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-08-16;Onzelfstandig;287,73;287,73;;;;;;;;;;;Huurder
ZKN-2016-001978;"Hendrik van Deventerstraat";52;;;2563XV;'S-GRAVENHAGE;"Hendrik van Deventerstraat 52, 2563XV 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-001974;Mercatorstraat;59;;3;1056PZ;AMSTERDAM;"Mercatorstraat 59 3, 1056PZ AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";15-08-16;Zelfstandig;800;698,26;;;;;;;;;;;Huurder
ZKN-2016-001963;Scheperstraat;65;;;8162WR;EPE;"Scheperstraat 65, 8162WR EPE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-08-16;Zelfstandig;535,41;535,41;;;;;;;;;;;Huurder
ZKN-2016-001954;Tarwelaan;91;;;5632KD;EINDHOVEN;"Tarwelaan 91, 5632KD EINDHOVEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";23-08-16;Zelfstandig;602,29;602,29;;;;;;;;;481,83;;Huurder
ZKN-2016-001951;"St. Jacobslaan";4;;"KM 5";6533BS;NIJMEGEN;"St. Jacobslaan 4 KM 5, 6533BS NIJMEGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";31-08-16;Onzelfstandig;300;244,04;;;;;;;;;;;Huurder
ZKN-2016-001941;"Eerste Sweelinckstraat";13;;2;1073CL;AMSTERDAM;"Eerste Sweelinckstraat 13 2, 1073CL AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";31-08-16;Zelfstandig;339,84;339,84;;;;;;;;;;;Huurder
ZKN-2016-001939;Taandwarsstraat;74;;;1013BW;AMSTERDAM;"Taandwarsstraat 74, 1013BW AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;392,63;392,63;;;;;;;;;157,05;;Huurder
ZKN-2016-001936;Marnixstraat;273;;3A;1015WK;AMSTERDAM;"Marnixstraat 273 3A, 1015WK AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";29-08-16;Zelfstandig;800;800;;;;;;;;;;;Huurder
ZKN-2016-001929;Amstelveenseweg;198;;3;1075XS;AMSTERDAM;"Amstelveenseweg 198 3, 1075XS AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-08-16;Zelfstandig;390,3;;;;;;;;;;156,12;;Huurder
ZKN-2016-001926;Hartenstraat;6;;3;1016CB;AMSTERDAM;"Hartenstraat 6 3, 1016CB AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;263,94;;;;;;;;;;105,58;;Huurder
ZKN-2016-001924;"Laagte Kadijk";140;;;1018ZD;AMSTERDAM;"Laagte Kadijk 140, 1018ZD AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";24-08-16;Zelfstandig;699,55;699,55;;;;;;;;;;;Huurder
ZKN-2016-001922;Dries;21;;;6006HR;WEERT;"Dries 21, 6006HR WEERT";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";24-08-16;Zelfstandig;;;;;1.452,92;1.421,53;;;;;;;Huurder
ZKN-2016-001915;Hoofdweg;63;;1;1058AX;AMSTERDAM;"Hoofdweg 63 1, 1058AX AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";01-08-16;Zelfstandig;;;;;0;143,48;;;;;;;Huurder
ZKN-2016-001905;"Laan van Vollenhove";700;;;3706AA;ZEIST;"Laan van Vollenhove 700, 3706AA ZEIST";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";18-08-16;Zelfstandig;657,72;631,48;;;;;;;;;;;Huurder
ZKN-2016-001902;Bredestraat;7;;B;3011RB;ROTTERDAM;"Bredestraat 7 B, 3011RB ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;850;431,05;;;;;;;;;;;Huurder
ZKN-2016-001899;"Sint Willibrordusstraat";40;;C;1074XM;AMSTERDAM;"Sint Willibrordusstraat 40 C, 1074XM AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;517,91;;;;;;;;;;207,16;;Huurder
ZKN-2016-001897;"Pastoor Zegersstraat";1;;;6542VM;NIJMEGEN;"Pastoor Zegersstraat 1, 6542VM NIJMEGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";16-08-16;Zelfstandig;687,51;687,51;;;;;;;;;;;Huurder
ZKN-2016-001895;"Pieter Calandlaan";29;;;1065KJ;AMSTERDAM;"Pieter Calandlaan 29, 1065KJ AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";05-08-16;Zelfstandig;676,97;270,79;;;;;;;;;270,79;;Huurder
ZKN-2016-001879;"Domela Nieuwenhuisstraat";14;;;5142AK;WAALWIJK;"Domela Nieuwenhuisstraat 14, 5142AK WAALWIJK";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";11-08-16;Zelfstandig;508,1;508,1;;;;;;;;;;;Huurder
ZKN-2016-001878;Bleijenburg;50;;"STUDIO 1";2511VD;'S-GRAVENHAGE;"Bleijenburg 50 STUDIO 1, 2511VD 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";23-08-16;Onzelfstandig;400;341,62;;;;;;;;;204,97;;Huurder
ZKN-2016-001870;Bezaanjachtplein;216;;;1034DC;AMSTERDAM;"Bezaanjachtplein 216, 1034DC AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-08-16;Zelfstandig;596,5;596,5;;;;;;;;;;;Huurder
ZKN-2016-001869;Mosveld;23;;H;1031AB;AMSTERDAM;"Mosveld 23 H, 1031AB AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-08-16;Zelfstandig;322,41;322,41;;;;;;;;;;;Huurder
ZKN-2016-001863;Keramiekstraat;326;;;5935TW;STEYL;"Keramiekstraat 326, 5935TW STEYL";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-08-16;Zelfstandig;455,41;455,41;;;;;;;;;182,16;;Huurder
ZKN-2016-001857;Beijerlandselaan;194;;2;3074ES;ROTTERDAM;"Beijerlandselaan 194 2, 3074ES ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";19-08-16;Zelfstandig;700;707,68;;;;;;;;;283,07;;Huurder
ZKN-2016-001846;Spuistraat;2;;"KM 3";3522XG;UTRECHT;"Spuistraat 2 KM 3, 3522XG UTRECHT";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De wederpartij wordt in het gelijk gesteld";18-08-16;Onzelfstandig;310;235,9;;;;;;;;;;;Huurder
ZKN-2016-001844;Stieltjesstraat;16;;"A 02";3071JW;ROTTERDAM;"Stieltjesstraat 16 A 02, 3071JW ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-08-16;Zelfstandig;369,74;369,74;;;;;;;;;147,9;;Huurder
ZKN-2016-001843;Havenstraat;162;;;3024TL;ROTTERDAM;"Havenstraat 162, 3024TL ROTTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-08-16;Zelfstandig;390;252,83;;;;;;;;;;;Huurder
ZKN-2016-001842;Plesmanlaan;62;;;1421XS;UITHOORN;"Plesmanlaan 62, 1421XS UITHOORN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-001840;Rooseveltlaan;148;;;1078NS;AMSTERDAM;"Rooseveltlaan 148, 1078NS AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-08-16;Zelfstandig;790,28;790,28;;;;;;;;;;;Huurder
ZKN-2016-001833;Spuistraat;2;;"KM 1";3522XG;UTRECHT;"Spuistraat 2 KM 1, 3522XG UTRECHT";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";18-08-16;Onzelfstandig;245;176,95;;;;;;;;;;;Huurder
ZKN-2016-001829;Bloemstede;154;;;3608TC;MAARSSEN;"Bloemstede 154, 3608TC MAARSSEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";18-08-16;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2016-001825;"Van Wassenaerstraat";6;;"A KM 2";9726HP;GRONINGEN;"Van Wassenaerstraat 6 A KM 2, 9726HP GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";16-08-16;Onzelfstandig;315;;;;;;;;;;126;;Huurder
