Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2015-001533;Haringstraat;43;;;2586XV;'S-GRAVENHAGE;"Haringstraat 43, 2586XV 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;900;;;;;;;;;;406,8;;Huurder
ZKN-2015-001529;Bosboom-Toussaintplein;252;;;2624DP;DELFT;"Bosboom-Toussaintplein 252, 2624DP DELFT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-07-15;Zelfstandig;775;507,1;;;;;;;;;;;Huurder
ZKN-2015-001520;Harstenhoekstraat;55;;C;2587RE;'S-GRAVENHAGE;"Harstenhoekstraat 55 C, 2587RE 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";13-07-15;Zelfstandig;645;356,55;;;;;;;;;;;Huurder
ZKN-2015-001513;Emmastraat;3;;;9722EW;GRONINGEN;"Emmastraat 3, 9722EW GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";21-07-15;Zelfstandig;680;680;;;;;;;;;;;Huurder
ZKN-2015-001510;"Onder de Kerk";34;;;6227BJ;MAASTRICHT;"Onder de Kerk 34, 6227BJ MAASTRICHT";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-07-15;Onbekend;416,73;416,73;;;;;;;;;;;Huurder
ZKN-2015-001508;"Erich Salomonstraat";239;;;1087EH;AMSTERDAM;"Erich Salomonstraat 239, 1087EH AMSTERDAM";;"20.7 UHW - behandeling na gegrond verzet";"Wel ernstige gebreken";;01-07-15;Zelfstandig;356,16;;;;;;;;;;356,16;;Huurder
ZKN-2015-001499;"A.P. Fokkerstraat";49;;"A KM 4";9713JK;GRONINGEN;"A.P. Fokkerstraat 49 A KM 4, 9713JK GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";20-07-15;Onzelfstandig;305;261,76;;;;;;;;;235,58;;Huurder
ZKN-2015-001498;Hellendaelsingel;19;;;4207DP;GORINCHEM;"Hellendaelsingel 19, 4207DP GORINCHEM";;"4.3 UHW - melding herstel van gebreken";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;;;;;;;;;;;346,5;;Verhuurder
ZKN-2015-001496;Merwedestraat;83;;;9725KB;GRONINGEN;"Merwedestraat 83, 9725KB GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";17-07-15;Zelfstandig;675;371,25;;;;;;;;;;;Huurder
ZKN-2015-001485;Haarlemmermeerstraat;107;;HS;1058JV;AMSTERDAM;"Haarlemmermeerstraat 107 HS, 1058JV AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";08-07-15;Zelfstandig;820,35;820,35;;;;;;;;;;;Huurder
ZKN-2015-001479;Aldenhof;3461;;;6537AS;NIJMEGEN;"Aldenhof 3461, 6537AS NIJMEGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";06-07-15;Zelfstandig;467,63;467,63;;;;;;;;;;;Huurder
ZKN-2015-001478;Conradstraat;76;;A;1018NK;AMSTERDAM;"Conradstraat 76 A, 1018NK AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-07-15;Zelfstandig;586,5;528,26;;;;;;;;;211,3;;Huurder
ZKN-2015-001475;Kraijenhoffstraat;173;;1;1018RH;AMSTERDAM;"Kraijenhoffstraat 173 1, 1018RH AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-07-15;Zelfstandig;305,47;305,47;;;;;;;;;;;Huurder
ZKN-2015-001470;Longinastraat;20;;;6225AM;MAASTRICHT;"Longinastraat 20, 6225AM MAASTRICHT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";06-07-15;Zelfstandig;493,91;;;;;;;;;;197,56;;Huurder
ZKN-2015-001469;"Albert Cuypstraat";72;;"2 ET";1072CW;AMSTERDAM;"Albert Cuypstraat 72 2 ET, 1072CW AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;261,04;261,04;;;;;;;;;;;Huurder
ZKN-2015-001467;Zuiderparklaan;449;;;2574GH;'S-GRAVENHAGE;"Zuiderparklaan 449, 2574GH 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";20-07-15;Zelfstandig;700,54;700,54;;;;;;;;;;;Huurder
ZKN-2015-001462;Amstelveenseweg;93;;"1 ET";1075VX;AMSTERDAM;"Amstelveenseweg 93 1 ET, 1075VX AMSTERDAM";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";17-07-15;Zelfstandig;699;628,75;;;;;;;;;;;Huurder
ZKN-2015-001455;Coffijboomstraat;18;;;1013CG;AMSTERDAM;"Coffijboomstraat 18, 1013CG AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";27-07-15;Zelfstandig;;;;;0;177,03;;;;;;;Huurder
ZKN-2015-001443;Wedderborg;7;;;1082SV;AMSTERDAM;"Wedderborg 7, 1082SV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";31-07-15;Zelfstandig;;;;;0;7.184,55;;;;;;;Huurder
ZKN-2015-001442;"Gedempte Zuiderdiep";95;;"KM 4-1";9711HD;GRONINGEN;"Gedempte Zuiderdiep 95 KM 4-1, 9711HD GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-07-15;Onzelfstandig;;;;;641,34;143,31;;;;;;;Huurder
ZKN-2015-001438;"Tweede Hunzestraat";1;;"KM 4 2 ET";9715BN;GRONINGEN;"Tweede Hunzestraat 1 KM 4 2 ET, 9715BN GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-07-15;Onzelfstandig;330;88,62;;;;;;;;;;;Huurder
ZKN-2015-001434;"Johannes Poststraat";98;;;3762VN;SOEST;"Johannes Poststraat 98, 3762VN SOEST";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";17-07-15;Zelfstandig;;;;;1.043,62;1.043,62;;;;;;;Huurder
ZKN-2015-001433;"Johannes Poststraat";306;;;3762VV;SOEST;"Johannes Poststraat 306, 3762VV SOEST";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";17-07-15;Zelfstandig;;;;;703,72;703,72;;;;;;;Huurder
ZKN-2015-001432;"Dr. Nolensstraat";2;;-3;5046HR;TILBURG;"Dr. Nolensstraat 2 -3, 5046HR TILBURG";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";15-07-15;Zelfstandig;;;;;727,85;412,25;;;;;;;Huurder
ZKN-2015-001427;Spaarndammerdijk;234;;;1013ZV;AMSTERDAM;"Spaarndammerdijk 234, 1013ZV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";13-07-15;Zelfstandig;;;;;0;0;;;;;;;Huurder
ZKN-2015-001425;Oud-Valkenburg;20;;B;6305AB;"SCHIN OP GEUL";"Oud-Valkenburg 20 B, 6305AB SCHIN OP GEUL";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";06-07-15;Zelfstandig;462,5;462,5;;;;;;;;;;;Huurder
ZKN-2015-001424;Elzenlaan;4;;;9674BR;WINSCHOTEN;"Elzenlaan 4, 9674BR WINSCHOTEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;650;;;;;;;;;;260;;Huurder
ZKN-2015-001423;Vlierboomstraat;148;;;2564HM;'S-GRAVENHAGE;"Vlierboomstraat 148, 2564HM 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";03-07-15;Zelfstandig;;;;;97,51;61,41;;;;;;;Huurder
ZKN-2015-001422;Vlierboomstraat;148;;;2564HM;'S-GRAVENHAGE;"Vlierboomstraat 148, 2564HM 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";03-07-15;Zelfstandig;;;;;100,89;62,33;;;;;;;Huurder
ZKN-2015-001421;Kramatplantsoen;256;;;1095LD;AMSTERDAM;"Kramatplantsoen 256, 1095LD AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";27-07-15;Zelfstandig;;;;;1.504,87;1.090,52;;;;;;;Huurder
ZKN-2015-001413;Schieweg;210;;C2;3038BN;ROTTERDAM;"Schieweg 210 C2, 3038BN ROTTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";15-07-15;Zelfstandig;189,64;318,96;;;;;;;;;;;Verhuurder
ZKN-2015-001390;Nunspeetlaan;291;;;2573GD;'S-GRAVENHAGE;"Nunspeetlaan 291, 2573GD 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";13-07-15;Zelfstandig;625;533,53;;;;;;;;;320,12;;Huurder
ZKN-2015-001389;Rijswijkseweg;157;;"KM 1";2516HC;'S-GRAVENHAGE;"Rijswijkseweg 157 KM 1, 2516HC 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";17-07-15;Onzelfstandig;;;;;1.344,30;400,17;;;;;;;Huurder
ZKN-2015-001383;"Van Adrichemstraat";15;;;2614BJ;DELFT;"Van Adrichemstraat 15, 2614BJ DELFT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-07-15;Zelfstandig;537,5;303,56;;;;;;;;;;;Huurder
ZKN-2015-001380;Beeldhouwerpad;4;;;1315KC;ALMERE;"Beeldhouwerpad 4, 1315KC ALMERE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";13-07-15;Zelfstandig;675,1;675,1;;;;;;;;;;;Huurder
ZKN-2015-001378;Dalempromenade;15;;;5035KL;TILBURG;"Dalempromenade 15, 5035KL TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;683,28;683,28;;;;;;;;;;;Huurder
ZKN-2015-001377;"Lange Hezelstraat";19;;"1 KM 2 ET VR";6511CA;NIJMEGEN;"Lange Hezelstraat 19 1 KM 2 ET VR, 6511CA NIJMEGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-07-15;Onzelfstandig;;;;;0;338,5;;;;;;;Huurder
ZKN-2015-001376;Spaarndammerdijk;234;;;1013ZV;AMSTERDAM;"Spaarndammerdijk 234, 1013ZV AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";27-07-15;Zelfstandig;;;;;106,64;84,74;;;;;;;Huurder
ZKN-2015-001375;"Lange Hezelstraat";19;;"1 KM 2 ET VR";6511CA;NIJMEGEN;"Lange Hezelstraat 19 1 KM 2 ET VR, 6511CA NIJMEGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";17-07-15;Onzelfstandig;;;;;0;104,05;;;;;;;Huurder
ZKN-2015-001367;Voltstraat;11;;D;5021SB;TILBURG;"Voltstraat 11 D, 5021SB TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";13-07-15;Zelfstandig;442;442;;;;;;;;;;;Huurder
ZKN-2015-001364;Engelandlaan;1364;;;2034GS;HAARLEM;"Engelandlaan 1364, 2034GS HAARLEM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-07-15;Zelfstandig;526,34;;;;;;;;;;210,54;;Huurder
ZKN-2015-001362;"Katendrechtse Lagedijk";169;;B2;3081ZS;ROTTERDAM;"Katendrechtse Lagedijk 169 B2, 3081ZS ROTTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";02-07-15;Zelfstandig;166,48;417,31;;;;;;;;;;;Verhuurder
ZKN-2015-001357;Rubroekstraat;130;;D;3034NR;ROTTERDAM;"Rubroekstraat 130 D, 3034NR ROTTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";08-07-15;Zelfstandig;;;;;;162,53;;;;;;;Huurder
ZKN-2015-001356;Rubroekstraat;130;;D;3034NR;ROTTERDAM;"Rubroekstraat 130 D, 3034NR ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";08-07-15;Zelfstandig;;;;;230,69;161,51;;;;;;;Huurder
ZKN-2015-001344;Schooneggendreef;222;;;3562GM;UTRECHT;"Schooneggendreef 222, 3562GM UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";17-07-15;Zelfstandig;596,75;596,75;;;;;;;;;;;Huurder
ZKN-2015-001321;Stormbaanstraat;15;;;2023GB;HAARLEM;"Stormbaanstraat 15, 2023GB HAARLEM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";27-07-15;Zelfstandig;;;;;659,24;659,24;;;;;;;Huurder
ZKN-2015-001320;Kramatplantsoen;22;;;1095LA;AMSTERDAM;"Kramatplantsoen 22, 1095LA AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";27-07-15;Zelfstandig;;;;;1.594,91;756,89;;;;;;;Huurder
ZKN-2015-001316;Mercuriuslaan;75;;;9648BP;WILDERVANK;"Mercuriuslaan 75, 9648BP WILDERVANK";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De wederpartij wordt in het gelijk gesteld";10-07-15;Zelfstandig;495;495;;;;;;;;;;;Huurder
ZKN-2015-001309;"Willem Pijperstraat";10;;;2551CL;'S-GRAVENHAGE;"Willem Pijperstraat 10, 2551CL 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";03-07-15;Zelfstandig;608;528,26;;;;;;;;;;;Huurder
ZKN-2015-001301;Vrederustlaan;11;;C;2543SG;'S-GRAVENHAGE;"Vrederustlaan 11 C, 2543SG 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;1.251,49;929,48;;;;;;;Huurder
ZKN-2015-001300;Eekhoornrade;198;;;2544VE;'S-GRAVENHAGE;"Eekhoornrade 198, 2544VE 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;809,97;647,4;;;;;;;Huurder
ZKN-2015-001299;Vrederustlaan;25;;C;2543SJ;'S-GRAVENHAGE;"Vrederustlaan 25 C, 2543SJ 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;1.428,38;1.110,58;;;;;;;Huurder
ZKN-2015-001298;"Grote Appelstraat";4;;A;9712VC;GRONINGEN;"Grote Appelstraat 4 A, 9712VC GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-07-15;Zelfstandig;473,48;;;;;;;;;;189,39;;Huurder
ZKN-2015-001297;Nevenstede;55;;;2543BA;'S-GRAVENHAGE;"Nevenstede 55, 2543BA 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;3.609,85;2.242,05;;;;;;;Huurder
ZKN-2015-001295;Nevenstede;39;;;2543BA;'S-GRAVENHAGE;"Nevenstede 39, 2543BA 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;1.771,45;1.318,68;;;;;;;Huurder
ZKN-2015-001294;Nevenstede;41;;;2543BA;'S-GRAVENHAGE;"Nevenstede 41, 2543BA 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;558,15;436,91;;;;;;;Huurder
ZKN-2015-001291;Isabellaland;1410;;;2591EE;'S-GRAVENHAGE;"Isabellaland 1410, 2591EE 'S-GRAVENHAGE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";02-07-15;Zelfstandig;750;327,65;;;;;;;;;;;Huurder
ZKN-2015-001290;"Van Ostadestraat";371;;HS;1074VW;AMSTERDAM;"Van Ostadestraat 371 HS, 1074VW AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-07-15;Zelfstandig;407,97;407,97;;;;;;;;;163,19;;Huurder
ZKN-2015-001286;Simpelveldstraat;12;;;5035LJ;TILBURG;"Simpelveldstraat 12, 5035LJ TILBURG";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;478,39;478,39;;;;;;;;;;;Huurder
ZKN-2015-001278;Lansiersstraat;6;;;2023GA;HAARLEM;"Lansiersstraat 6, 2023GA HAARLEM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";27-07-15;Zelfstandig;;;;;592,96;592,96;;;;;;;Huurder
ZKN-2015-001277;Marktstraat;8;;"STUDIO 6";9712PC;GRONINGEN;"Marktstraat 8 STUDIO 6, 9712PC GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";17-07-15;Onzelfstandig;410;394,73;;;;;;;;;236,84;;Huurder
ZKN-2015-001270;"St. Jacobslaan";258;;;6533VS;NIJMEGEN;"St. Jacobslaan 258, 6533VS NIJMEGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";01-07-15;Zelfstandig;625;512,39;;;;;;;;;;;Huurder
ZKN-2015-001264;Vrederustlaan;9;;;2543SG;'S-GRAVENHAGE;"Vrederustlaan 9, 2543SG 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;1.261,94;865,36;;;;;;;Huurder
ZKN-2015-001263;Uithoornstraat;36;;HS;1078TA;AMSTERDAM;"Uithoornstraat 36 HS, 1078TA AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-07-15;Zelfstandig;351,18;351,18;;;;;;;;;;;Huurder
ZKN-2015-001261;Rooseveltlaan;18;;1;1078NH;AMSTERDAM;"Rooseveltlaan 18 1, 1078NH AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";13-07-15;Zelfstandig;;;;;5.373,61;1.725,22;;;;;;;Huurder
ZKN-2015-001252;Kuipersstraat;128;;;1073ET;AMSTERDAM;"Kuipersstraat 128, 1073ET AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-07-15;Zelfstandig;538,38;;;;;;;;;;323,03;;Huurder
ZKN-2015-001247;"1e Daalsedijk";268;;"BIS KM 3";3513TL;UTRECHT;"1e Daalsedijk 268 BIS KM 3, 3513TL UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";06-07-15;Onzelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-001245;Crack-State;64;;;1082TZ;AMSTERDAM;"Crack-State 64, 1082TZ AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-07-15;Zelfstandig;;;;;306,13;122,97;;;;;;;Huurder
ZKN-2015-001240;Voltairestraat;44;;;3076TN;ROTTERDAM;"Voltairestraat 44, 3076TN ROTTERDAM";;"20.7 UHW - behandeling na gegrond verzet";"De huurprijs is redelijk";;08-07-15;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-001239;Paviljoensgracht;91;;;2512BM;'S-GRAVENHAGE;"Paviljoensgracht 91, 2512BM 'S-GRAVENHAGE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-07-15;Zelfstandig;265;265;;;;;;;;;;;Huurder
ZKN-2015-001235;Zamenhofdreef;77;;"2 KM 3";3562JV;UTRECHT;"Zamenhofdreef 77 2 KM 3, 3562JV UTRECHT";;"249 BW - toetsing aanvangshuurprijs";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";23-07-15;Onzelfstandig;346;346;;;;;;;;;;;Huurder
ZKN-2015-001228;Stationsplein;58;;"KM 12";6881WD;"VELP GLD";"Stationsplein 58 KM 12, 6881WD VELP GLD";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-07-15;Onzelfstandig;;;;;0;342,5;;;;;;;Huurder
ZKN-2015-001227;Westerhavenstraat;20;;"STUDIO 3";9718AM;GRONINGEN;"Westerhavenstraat 20 STUDIO 3, 9718AM GRONINGEN";;"254 BW - voorstel huurprijsverlaging";Intrekking;"De wederpartij wordt in het gelijk gesteld";01-07-15;Onzelfstandig;;;;;;;;;;;;;Huurder
ZKN-2015-001224;Stationsplein;58;;"KM 4 - 1 ET";6881WD;"VELP GLD";"Stationsplein 58 KM 4 - 1 ET, 6881WD VELP GLD";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-07-15;Onzelfstandig;;;;;0;338,5;;;;;;;Huurder
ZKN-2015-001222;Stationsplein;58;;"KM 5 - 1 ET";6881WD;"VELP GLD";"Stationsplein 58 KM 5 - 1 ET, 6881WD VELP GLD";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";06-07-15;Onzelfstandig;;;;;0;138,01;;;;;;;Huurder
ZKN-2015-001219;Zaart;50;;C;4819EG;BREDA;"Zaart 50 C, 4819EG BREDA";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;;;;;297,66;297,66;;;;;;;Huurder
ZKN-2015-001218;Zaart;50;;C;4819EG;BREDA;"Zaart 50 C, 4819EG BREDA";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;;;;;330,42;330,42;;;;;;;Huurder
ZKN-2015-001214;"Willem van Cleeflaan";947;;;2722TM;ZOETERMEER;"Willem van Cleeflaan 947, 2722TM ZOETERMEER";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-07-15;Zelfstandig;440,28;440,28;;;;;;;;;;;Huurder
ZKN-2015-001213;Ruyschstraat;77;;"2 KM";1091BX;AMSTERDAM;"Ruyschstraat 77 2 KM, 1091BX AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";27-07-15;Onzelfstandig;;;;;618,75;548,58;;;;;;;Huurder
ZKN-2015-001198;Europaplein;104;;;5101VZ;DONGEN;"Europaplein 104, 5101VZ DONGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";15-07-15;Zelfstandig;;;;;2.002,21;2.002,21;;;;;;;Huurder
ZKN-2015-001197;Vrederustlaan;21;;B;2543SJ;'S-GRAVENHAGE;"Vrederustlaan 21 B, 2543SJ 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-07-15;Zelfstandig;;;;;2.797,12;1.702,29;;;;;;;Huurder
ZKN-2015-001196;"Grote Kromme Elleboog";7;;;9712BJ;GRONINGEN;"Grote Kromme Elleboog 7, 9712BJ GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is niet redelijk";"De verzoeker wordt in het gelijk gesteld";15-07-15;Zelfstandig;1.625,00;716,99;;;;;;;;;;;Huurder
ZKN-2015-001192;"Gravin van Burenlaan";161;;;3818DG;AMERSFOORT;"Gravin van Burenlaan 161, 3818DG AMERSFOORT";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-07-15;Zelfstandig;416,32;;;;;;;;;;124,9;;Huurder
ZKN-2015-001191;Colenso;98;;;3761GK;SOEST;"Colenso 98, 3761GK SOEST";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-07-15;Zelfstandig;577,25;577,25;;;;;;;;;;;Huurder
