Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";"Punten woonruimte";Verzoeker
ZKN-2017-000576;Kraneweg;62;;"A KM 3";9718JT;GRONINGEN;"Kraneweg 62 A KM 3, 9718JT GRONINGEN";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";03-08-17;Onzelfstandig;440,2;440,2;;;;;;;;;352,16;;Verhuurder
ZKN-2017-000565;"H.J. Schimmelstraat";1;;"KM 2 ET";3532TA;UTRECHT;"H.J. Schimmelstraat 1 KM 2 ET, 3532TA UTRECHT";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-08-17;Onzelfstandig;;;;;1.500,00;421,5;;;;;;;Huurder
ZKN-2017-000542;Akeleiweg;202;;;9731JD;GRONINGEN;"Akeleiweg 202, 9731JD GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";03-08-17;Zelfstandig;1.375,00;1.375,00;;;;;;;;;;;Huurder
ZKN-2017-000528;Wolphaertstraat;43;"A 1";;3082BL;ROTTERDAM;"Wolphaertstraat 43 A 1, 3082BL ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";25-08-17;Zelfstandig;;;;;;;;;;;;;Huurder
ZKN-2017-000486;Brinklaan;17;;;8161CW;EPE;"Brinklaan 17, 8161CW EPE";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";09-08-17;Zelfstandig;500;;;;;;;;;;200;;Huurder
ZKN-2017-000468;"Bakhuizen van den Brinkstraat";20;;;3532GG;UTRECHT;"Bakhuizen van den Brinkstraat 20, 3532GG UTRECHT";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";09-08-17;Zelfstandig;;;;;;1.426,61;;;;;;;Huurder
ZKN-2017-000467;"Bakhuizen van den Brinkstraat";20;;;3532GG;UTRECHT;"Bakhuizen van den Brinkstraat 20, 3532GG UTRECHT";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";09-08-17;Zelfstandig;;;;;;769,22;;;;;;;Huurder
ZKN-2017-000432;Puntegaalstraat;369;;;3024EB;ROTTERDAM;"Puntegaalstraat 369, 3024EB ROTTERDAM";;"4.3 UHW - melding herstel van gebreken";"Gebreken geheel verholpen";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";14-08-17;Zelfstandig;286,71;573,42;;;;;;;;;;;Verhuurder
ZKN-2017-000424;Nautilusstraat;102;;;5015AR;TILBURG;"Nautilusstraat 102, 5015AR TILBURG";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-08-17;Zelfstandig;;;;;;1.116,16;;;;;;;Huurder
ZKN-2017-000350;"Adriaan Pauwstraat";87;;;9716CS;GRONINGEN;"Adriaan Pauwstraat 87, 9716CS GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";03-08-17;Zelfstandig;451,14;451,14;;;;;;;;;;;Huurder
ZKN-2017-000338;"Van Weerden Poelmanlaan";2;;;3527KN;UTRECHT;"Van Weerden Poelmanlaan 2, 3527KN UTRECHT";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-08-17;Zelfstandig;;;;;791,73;791,5;;;;;;;Huurder
ZKN-2017-000240;Prinsenstraat;1;;A;9711CL;GRONINGEN;"Prinsenstraat 1 A, 9711CL GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";03-08-17;Zelfstandig;510,7;510,7;;;;;;;;;;;Huurder
ZKN-2017-000176;Dillenburgsingel;176;;;3136ED;VLAARDINGEN;"Dillenburgsingel 176, 3136ED VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";29-08-17;Zelfstandig;693,32;672,03;;;;;;;;;;;Huurder
ZKN-2017-000035;Almastraat;122;;;9716CX;GRONINGEN;"Almastraat 122, 9716CX GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";07-08-17;Zelfstandig;605,79;526,7;;;;;;;;;;;Huurder
ZKN-2017-000029;Parkweg;126;;"A KM 4 3 ET VR";9727HD;GRONINGEN;"Parkweg 126 A KM 4 3 ET VR, 9727HD GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";02-08-17;Onzelfstandig;280;163,68;;;;;;;;;;;Huurder
ZKN-2016-008276;Rhijnauwensingel;140;;;3077EV;ROTTERDAM;"Rhijnauwensingel 140, 3077EV ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";10-08-17;Zelfstandig;690,13;690,13;;;;;;;;;;;Huurder
ZKN-2016-008272;Magnesiumlaan;23;;"KM 2";9743TA;GRONINGEN;"Magnesiumlaan 23 KM 2, 9743TA GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";07-08-17;Onzelfstandig;;;;;1.020,00;341,75;;;;;;;Huurder
ZKN-2016-008271;Magnesiumlaan;23;;"KM 2";9743TA;GRONINGEN;"Magnesiumlaan 23 KM 2, 9743TA GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";07-08-17;Onzelfstandig;;;;;1.020,00;342;;;;;;;Huurder
ZKN-2016-008267;Pijlstraat;2;;BIS;3552XP;UTRECHT;"Pijlstraat 2 BIS, 3552XP UTRECHT";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";03-08-17;Onzelfstandig;;;;;;7,5;;;;;;;Huurder
ZKN-2016-008264;Pijlstraat;2;;"BIS KM 2 ET";3552XP;UTRECHT;"Pijlstraat 2 BIS KM 2 ET, 3552XP UTRECHT";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";03-08-17;Onzelfstandig;;;;;;0;;;;;;;Huurder
ZKN-2016-008263;"Cornelis Drebbelstraat";5;;A;1222RX;HILVERSUM;"Cornelis Drebbelstraat 5 A, 1222RX HILVERSUM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-08-17;Zelfstandig;;;;;2.640,00;950,73;;;;;;;Huurder
ZKN-2016-008262;"Cornelis Drebbelstraat";5;;A;1222RX;HILVERSUM;"Cornelis Drebbelstraat 5 A, 1222RX HILVERSUM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-08-17;Zelfstandig;;;;;2.640,00;935,44;;;;;;;Huurder
ZKN-2016-008250;Westzeedijk;217;;;3015AA;ROTTERDAM;"Westzeedijk 217, 3015AA ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";25-08-17;Zelfstandig;;;;;1.430,37;1.430,37;;;;;;;Huurder
ZKN-2016-008155;Eendrachtskade;22;;;9726CW;GRONINGEN;"Eendrachtskade 22, 9726CW GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";07-08-17;Zelfstandig;;;;;1.386,00;870;;;;;;;Huurder
ZKN-2016-008131;Oudenoord;359;;"KM 1V";3513EP;UTRECHT;"Oudenoord 359 KM 1V, 3513EP UTRECHT";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";03-08-17;Onzelfstandig;;;;;;35,43;;;;;;;Huurder
ZKN-2016-008104;Violenstraat;14;;"A KM 3";9712RH;GRONINGEN;"Violenstraat 14 A KM 3, 9712RH GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";04-08-17;Onzelfstandig;375;375;;;;;;;;;;;Huurder
ZKN-2016-008094;Apoortenmolendrift;3;D;;9718AH;GRONINGEN;"Apoortenmolendrift 3 D, 9718AH GRONINGEN";;"254 BW - voorstel huurprijsverlaging";"De huurprijs is niet redelijk";"De verzoeker en de wederpartij worden beide in het gelijk/ongelijk gesteld";03-08-17;Zelfstandig;610;605,71;;;;;;;;;;;Huurder
ZKN-2016-008088;"Van Wassenaerstraat";4;;"B KM ET 1";9726HP;GRONINGEN;"Van Wassenaerstraat 4 B KM ET 1, 9726HP GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-08-17;Onzelfstandig;;;;;600;262,79;;;;;;;Huurder
ZKN-2016-008087;"Van Wassenaerstraat";4;;"B KM ZOLDER";9726HP;GRONINGEN;"Van Wassenaerstraat 4 B KM ZOLDER, 9726HP GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-08-17;Onzelfstandig;;;;;500;297,53;;;;;;;Huurder
ZKN-2016-008067;Middelweg;15;;K;2312KE;LEIDEN;"Middelweg 15 K, 2312KE LEIDEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";10-08-17;Zelfstandig;;;;;1.249,87;1.249,87;;;;;;;Huurder
ZKN-2016-008056;Stoep;7;;;3232GH;BRIELLE;"Stoep 7, 3232GH BRIELLE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-08-17;Zelfstandig;623,66;623,66;;;;;;;;;;;Huurder
ZKN-2016-007955;Amerstraat;98;;;3207BB;SPIJKENISSE;"Amerstraat 98, 3207BB SPIJKENISSE";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";23-08-17;Zelfstandig;;;;;799,85;407,78;;;;;;;Huurder
ZKN-2016-007928;Luxemburgweg;35;;;3137AA;VLAARDINGEN;"Luxemburgweg 35, 3137AA VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";24-08-17;Zelfstandig;540,18;555,53;;;;;;;;;;;Verhuurder
ZKN-2016-007924;Luxemburgweg;141;;;3137AC;VLAARDINGEN;"Luxemburgweg 141, 3137AC VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";22-08-17;Zelfstandig;501,86;517,21;;;;;;;;;;;Verhuurder
ZKN-2016-007923;Luxemburgweg;147;;;3137AC;VLAARDINGEN;"Luxemburgweg 147, 3137AC VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";25-08-17;Zelfstandig;501,86;517,21;;;;;;;;;;;Verhuurder
ZKN-2016-007922;Luxemburgweg;175;;;3137AD;VLAARDINGEN;"Luxemburgweg 175, 3137AD VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";25-08-17;Zelfstandig;396,61;409,26;;;;;;;;;;;Verhuurder
ZKN-2016-007920;Luxemburgweg;271;;;3137AG;VLAARDINGEN;"Luxemburgweg 271, 3137AG VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";24-08-17;Zelfstandig;513,8;529,15;;;;;;;;;;;Verhuurder
ZKN-2016-007919;Luxemburgweg;295;;;3137AG;VLAARDINGEN;"Luxemburgweg 295, 3137AG VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";25-08-17;Zelfstandig;501,86;517,21;;;;;;;;;;;Verhuurder
ZKN-2016-007827;Buziaulaan;30;;;2284JB;"RIJSWIJK ZH";"Buziaulaan 30, 2284JB RIJSWIJK ZH";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";10-08-17;Onzelfstandig;;;;;1.402,65;1.125,71;;;;;;;Huurder
ZKN-2016-007826;Buziaulaan;30;;;2284JB;"RIJSWIJK ZH";"Buziaulaan 30, 2284JB RIJSWIJK ZH";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";10-08-17;Onzelfstandig;;;;;2.189,76;1.757,98;;;;;;;Huurder
ZKN-2016-007825;"Servaes Noutsstraat";97;;;1074ED;AMSTERDAM;"Servaes Noutsstraat 97, 1074ED AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";04-08-17;Zelfstandig;;;;;723,28;0;;;;;;;Huurder
ZKN-2016-007797;"J.C. Kapteynlaan";44;;"A KMP03";9714CS;GRONINGEN;"J.C. Kapteynlaan 44 A KMP03, 9714CS GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";07-08-17;Onzelfstandig;;;;;190;190;;;;;;;Huurder
ZKN-2016-007771;Schurinksdwarsweg;2;;KM;7523AV;ENSCHEDE;"Schurinksdwarsweg 2 KM, 7523AV ENSCHEDE";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";04-08-17;Onzelfstandig;330;330;;;;;;;;;;;Huurder
ZKN-2016-007752;Cranenburgsestraat;46;;;6561AN;GROESBEEK;"Cranenburgsestraat 46, 6561AN GROESBEEK";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;420,94;420,94;;;;;;;;;;;Huurder
ZKN-2016-007670;Almastraat;128;;;9716CX;GRONINGEN;"Almastraat 128, 9716CX GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";07-08-17;Zelfstandig;;;;;350;176,49;;;;;;;Huurder
ZKN-2016-007664;Aldebaranstraat;22;;"KM 5 & 6";9742LG;GRONINGEN;"Aldebaranstraat 22 KM 5 & 6, 9742LG GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";04-08-17;Onzelfstandig;;;;;820;415,9;;;;;;;Huurder
ZKN-2016-007634;Singel;7;;D;1012VC;AMSTERDAM;"Singel 7 D, 1012VC AMSTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";04-08-17;Zelfstandig;391,4;391,4;;;;;;;;;;;Huurder
ZKN-2016-007612;Vogelweg;47;;;1826HH;ALKMAAR;"Vogelweg 47, 1826HH ALKMAAR";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";04-08-17;Zelfstandig;521,09;521,09;;;;;;;;;312,65;;Huurder
ZKN-2016-007395;"Prins Bernhardstraat";30;;;7607VW;ALMELO;"Prins Bernhardstraat 30, 7607VW ALMELO";;"257 BW - huurverlaging in verband met gebreken";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";04-08-17;Zelfstandig;447,31;;;;;;;;;;357,89;;Huurder
ZKN-2016-007394;Violenstraat;14;;"A KM 3";9712RH;GRONINGEN;"Violenstraat 14 A KM 3, 9712RH GRONINGEN";;"257 BW - huurverlaging in verband met gebreken";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";04-08-17;Onzelfstandig;375;375;;;;;;;;;;;Huurder
ZKN-2016-007358;"Van der Maesenstraat";12;;;6411LP;HEERLEN;"Van der Maesenstraat 12, 6411LP HEERLEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-08-17;Zelfstandig;;;;;1.431,91;356,71;;;;;;;Huurder
ZKN-2016-007328;"Tweede Drift Spilsluizen";4;;;9712GV;GRONINGEN;"Tweede Drift Spilsluizen 4, 9712GV GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-08-17;Zelfstandig;;;;;952,22;499,34;;;;;;;Huurder
ZKN-2016-007311;Kolfstraat;12;;"1 ET VZ";9717GR;GRONINGEN;"Kolfstraat 12 1 ET VZ, 9717GR GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";04-08-17;Onzelfstandig;;;;;814,66;627,61;;;;;;;Verhuurder
ZKN-2016-007289;Nautilusstraat;102;;;5015AR;TILBURG;"Nautilusstraat 102, 5015AR TILBURG";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";31-08-17;Zelfstandig;;;;;;1.586,60;;;;;;;Huurder
ZKN-2016-007144;"Van Beuningenplein";90;;;1051VX;AMSTERDAM;"Van Beuningenplein 90, 1051VX AMSTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";04-08-17;Zelfstandig;;;;;1.039,29;1.039,29;;;;;;;Huurder
ZKN-2016-007064;Prinsenstraat;7;;"A KM 2ET VZ";9711CL;GRONINGEN;"Prinsenstraat 7 A KM 2ET VZ, 9711CL GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";31-08-17;Onzelfstandig;;;;;132,69;0;;;;;;;Huurder
ZKN-2016-007054;Bergweg;172;;A;3036BL;ROTTERDAM;"Bergweg 172 A, 3036BL ROTTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";24-08-17;Zelfstandig;;;;;2.160,00;776,11;;;;;;;Huurder
ZKN-2016-007033;Prinsenstraat;7;;"A KM 2ET VZ";9711CL;GRONINGEN;"Prinsenstraat 7 A KM 2ET VZ, 9711CL GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";31-08-17;Onzelfstandig;;;;;193,37;25,2;;;;;;;Huurder
ZKN-2016-006989;Biezenkreek;9;;G;3079SK;ROTTERDAM;"Biezenkreek 9 G, 3079SK ROTTERDAM";;"257 BW - huurverlaging in verband met gebreken";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";02-08-17;Zelfstandig;568,29;568,29;;;;;;;;;;;Huurder
ZKN-2016-006930;"Van Ostadestraat";139;;"KM 4 AT";1072SW;AMSTERDAM;"Van Ostadestraat 139 KM 4 AT, 1072SW AMSTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-08-17;Onzelfstandig;;;;;0;3,75;;;;;;;Huurder
ZKN-2016-006847;"Grote Visserijstraat";68;;"A 2";3026CM;ROTTERDAM;"Grote Visserijstraat 68 A 2, 3026CM ROTTERDAM";;"260 BW - afrekening van de servicekosten";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";24-08-17;Zelfstandig;;;;;3.715,09;683,2;;;;;;;Huurder
ZKN-2016-006846;"Van der Doesstraat";2;;"A KM 1ET AT LKS";9726GZ;GRONINGEN;"Van der Doesstraat 2 A KM 1ET AT LKS, 9726GZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";14-08-17;Onzelfstandig;;;;;1.200,00;908,26;;;;;;;Huurder
ZKN-2016-006845;"Van der Doesstraat";2;;"A KM 1ET AT LKS";9726GZ;GRONINGEN;"Van der Doesstraat 2 A KM 1ET AT LKS, 9726GZ GRONINGEN";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";14-08-17;Onzelfstandig;;;;;1.200,00;923,52;;;;;;;Huurder
ZKN-2016-006680;Beeklaan;253;;B;2562AG;'S-GRAVENHAGE;"Beeklaan 253 B, 2562AG 'S-GRAVENHAGE";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";09-08-17;Zelfstandig;;;;;0;411;;;;;;;Huurder
ZKN-2016-006257;Apoortenmolendrift;3;;B;9718AH;GRONINGEN;"Apoortenmolendrift 3 B, 9718AH GRONINGEN";;"249 BW - toetsing aanvangshuurprijs";"De huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";03-08-17;Zelfstandig;575;460;;;;;;;;;460;;Huurder
ZKN-2016-006202;"Anna Paulownastraat";1;;201;8606XM;SNEEK;"Anna Paulownastraat 1 201, 8606XM SNEEK";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";03-08-17;Zelfstandig;;;;;929,15;929,15;;;;;;;Verhuurder
ZKN-2016-006180;Dillenburgsingel;106;;;3136EC;VLAARDINGEN;"Dillenburgsingel 106, 3136EC VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;657,21;635,13;;;;;;;;;;;Verhuurder
ZKN-2016-006179;Dillenburgsingel;96;;;3136EC;VLAARDINGEN;"Dillenburgsingel 96, 3136EC VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;625,83;603,75;;;;;;;;;;;Verhuurder
ZKN-2016-006178;Dillenburgsingel;86;;;3136EC;VLAARDINGEN;"Dillenburgsingel 86, 3136EC VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;662,18;640,1;;;;;;;;;;;Verhuurder
ZKN-2016-006177;Dillenburgsingel;60;;;3136EB;VLAARDINGEN;"Dillenburgsingel 60, 3136EB VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;651,64;629,56;;;;;;;;;;;Verhuurder
ZKN-2016-006170;Dillenburgsingel;54;;;3136EB;VLAARDINGEN;"Dillenburgsingel 54, 3136EB VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;662,18;640,1;;;;;;;;;;;Verhuurder
ZKN-2016-006169;Dillenburgsingel;52;;;3136EB;VLAARDINGEN;"Dillenburgsingel 52, 3136EB VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;623,67;601,59;;;;;;;;;;;Verhuurder
ZKN-2016-006168;Dillenburgsingel;176;;;3136ED;VLAARDINGEN;"Dillenburgsingel 176, 3136ED VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;693,32;672,03;;;;;;;;;;;Verhuurder
ZKN-2016-006167;Dillenburgsingel;100;;;3136EC;VLAARDINGEN;"Dillenburgsingel 100, 3136EC VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;631,35;609,27;;;;;;;;;;;Verhuurder
ZKN-2016-006163;Dillenburgsingel;174;;;3136ED;VLAARDINGEN;"Dillenburgsingel 174, 3136ED VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;642,37;620,29;;;;;;;;;;;Verhuurder
ZKN-2016-006161;Dillenburgsingel;156;;;3136ED;VLAARDINGEN;"Dillenburgsingel 156, 3136ED VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;702,48;681,19;;;;;;;;;;;Verhuurder
ZKN-2016-006106;Chalonsstraat;2;;B;3043TD;ROTTERDAM;"Chalonsstraat 2 B, 3043TD ROTTERDAM";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-08-17;Zelfstandig;;;;;1.636,06;1.397,99;;;;;;;Huurder
ZKN-2016-005498;Dillenburgsingel;38;;;3136EB;VLAARDINGEN;"Dillenburgsingel 38, 3136EB VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De verzoeker wordt in het gelijk gesteld";29-08-17;Zelfstandig;665,22;641,14;;;;;;;;;;;Huurder
ZKN-2016-005497;Dillenburgsingel;320;;;3136EG;VLAARDINGEN;"Dillenburgsingel 320, 3136EG VLAARDINGEN";;"255 BW - huurprijs na woningverbetering";"De huurprijs mag verhoogd worden";"De wederpartij wordt in het gelijk gesteld";29-08-17;Zelfstandig;659,21;635,13;;;;;;;;;;;Verhuurder
ZKN-2016-005471;Kornoeljestraat;28;;;9741JB;GRONINGEN;"Kornoeljestraat 28, 9741JB GRONINGEN";;"260 BW - afrekening van de servicekosten";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";04-08-17;Zelfstandig;;;;;466,25;466,25;;;;;;;Huurder
ZKN-2016-005429;Leeghwaterweg;9;;;1951NA;VELSEN-NOORD;"Leeghwaterweg 9, 1951NA VELSEN-NOORD";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-08-17;Zelfstandig;;;;;0;167,11;;;;;;;Huurder
ZKN-2016-005428;Leeghwaterweg;9;;;1951NA;VELSEN-NOORD;"Leeghwaterweg 9, 1951NA VELSEN-NOORD";;"260 BW - afrekening van de servicekosten";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-08-17;Zelfstandig;;;;;0;155,67;;;;;;;Huurder
